instrument,technique,technique_family,n_samples,F1_hz,F2_hz,F3_hz,F4_hz,F5_hz,F6_hz,F1_db,F2_db,F3_db,F4_db,F5_db,F6_db,F1_mean,F1_std,F1_q25,F1_q75,F2_mean,F2_std,F2_q25,F2_q75,F3_mean,F3_std,F3_q25,F3_q75,F4_mean,F4_std,F5_mean,F5_std,F6_mean,F6_std,reliability_score,rugosity,suddenness,mean_kurtosis,mean_irregularity
Flûte,whistle_tones_sweeping,other,26,861.3,1162.8,1571.9,1959.5,2401.0,2885.4,-39.61,-35.97,-32.59,-37.02,-32.11,-36.88,684.1,406.2,172.3,1022.8,1129.7,308.7,936.7,1378.1,1533.8,255.0,1345.8,1744.2,1943.8,264.1,2396.8,320.4,2930.6,413.0,0.192,0.0,0.0,22.11,0.002
Guitare,behind_the_frog,other,1,312.2,818.3,1302.8,2497.9,3316.1,4877.3,-5.83,-9.99,-22.37,-14.1,-19.56,-8.62,312.2,0.0,312.2,312.2,818.3,0.0,818.3,818.3,1302.8,0.0,1302.8,1302.8,2497.9,0.0,3316.1,0.0,4877.3,0.0,0.0,0.301,0.0,5.453,0.001
Guitare,bell_effect,other,3,193.8,699.8,958.2,3348.4,,,1.34,-20.91,-22.85,-27.67,,,197.4,13.4,183.0,215.3,689.1,48.9,624.5,742.9,965.4,10.2,958.2,979.8,3348.4,0.0,,,,,0.511,0.0,0.0,74.543,0.002
Guitare,bottleneck,other,3,204.6,506.0,979.8,1528.9,2530.2,,1.07,-8.77,-4.8,-26.57,-27.12,,240.5,58.5,193.8,323.0,577.8,109.2,495.3,732.1,929.5,162.2,710.6,1098.2,1507.3,21.5,2244.8,285.3,,,0.443,0.0,0.0,58.475,0.003
Guitare,chromatic_scale,other,2,204.6,646.0,979.8,,,,25.78,3.11,-0.08,,,,204.6,0.0,204.6,204.6,581.4,64.6,516.8,646.0,974.4,5.4,969.0,979.8,,,,,,,0.514,0.0,0.0,47.261,0.001
Guitare,dedillo,other,43,193.8,613.7,990.5,1658.1,2379.4,2508.6,6.97,-13.31,-17.64,-20.62,-20.93,-20.28,190.0,11.1,183.0,193.8,600.0,127.9,495.3,678.3,1053.6,223.9,958.2,1076.7,1606.2,388.7,2131.8,487.6,2384.8,123.8,0.633,0.0,0.0,30.937,0.002
Guitare,drum_effect,other,1,193.8,484.5,667.5,979.8,,,15.2,-11.17,-13.29,-12.73,,,193.8,0.0,193.8,193.8,484.5,0.0,484.5,484.5,667.5,0.0,667.5,667.5,979.8,0.0,,,,,0.0,0.0,0.0,22.984,0.001
Guitare,glissando,glissando,15,193.8,602.9,1001.3,1410.4,1981.1,3574.5,13.56,0.62,-4.89,-9.01,-8.72,-10.35,208.2,41.4,183.0,204.6,604.4,105.1,484.5,710.6,1002.0,221.9,796.7,1065.9,1440.2,376.4,2134.5,552.6,3146.5,670.5,0.549,0.0,0.5,33.872,0.002
Guitare,harmonic_fingering,harmonics,27,193.8,667.5,969.0,1335.1,2013.4,2034.9,6.63,-11.39,-12.81,-19.59,-18.4,-17.6,195.8,15.0,183.0,204.6,659.6,121.4,581.4,699.8,1019.2,192.6,958.2,1001.3,1445.7,254.8,1843.8,191.8,2024.1,10.8,0.622,0.0,0.0,81.924,0.002
Guitare,ordinario,ordinario,210,193.8,602.9,979.8,1464.3,2217.9,2939.3,5.93,-6.0,-10.29,-15.38,-15.02,-17.23,199.3,29.8,183.0,204.6,594.0,124.0,495.3,689.1,988.6,190.2,893.6,1033.6,1532.7,391.2,2293.4,559.8,3146.0,747.8,0.612,0.0,0.0,105.39,0.004
Guitare,ordinario_high_register,ordinario,30,193.8,678.3,990.5,1593.5,2357.9,3596.0,6.82,-4.46,-4.43,-7.34,-7.83,-10.63,193.4,9.4,183.0,204.6,703.1,92.2,656.8,699.8,1123.7,264.1,969.0,1184.3,1721.2,416.9,2404.9,596.9,3710.9,817.2,0.636,0.0,0.0,26.946,0.002
Guitare,pizzicato,pizzicato,40,183.0,624.5,1012.1,1292.0,1765.7,2368.7,1.12,-13.33,-19.14,-19.88,-23.31,-24.83,190.6,42.3,172.3,193.8,587.0,120.7,441.4,710.6,939.8,121.4,818.3,1033.6,1307.9,221.4,1768.4,243.0,2418.0,470.2,0.587,0.0,1.0,245.11,0.002
Guitare,pizzicato_bartok,pizzicato,41,204.6,646.0,1001.3,1356.6,2497.9,4059.0,13.95,3.64,4.12,-0.32,-0.2,-0.67,207.2,20.0,193.8,215.3,640.0,101.7,559.9,721.4,1043.8,249.0,947.5,1055.1,1560.6,516.8,2554.3,925.4,3972.9,1158.3,0.62,0.324,1.0,4.285,0.002
Guitare,rasguado,other,8,204.6,549.1,850.6,1012.1,1625.8,2347.1,34.41,15.62,11.15,10.5,-1.68,0.8,207.3,16.8,193.8,226.1,547.8,89.0,473.7,656.8,827.7,134.5,689.1,979.8,1341.5,431.1,1625.8,0.0,2347.1,0.0,0.553,0.005,0.0,20.257,0.002
Guitare,scratch_with_nail,other,1,1152.0,1647.3,2390.2,2993.1,4231.3,4812.7,10.04,-7.18,3.92,-5.47,-3.49,-5.91,1152.0,0.0,1152.0,1152.0,1647.3,0.0,1647.3,1647.3,2390.2,0.0,2390.2,2390.2,2993.1,0.0,4231.3,0.0,4812.7,0.0,0.0,0.292,0.0,5.89,0.001
Guitare,slide,other,48,193.8,624.5,958.2,1324.3,1690.4,2185.6,13.09,-4.71,-9.77,-18.16,-23.27,-26.27,206.1,31.5,193.8,204.6,595.8,124.4,484.5,678.3,947.7,70.4,915.2,1001.3,1318.7,127.1,1678.8,66.6,2259.2,203.7,0.603,0.0,0.0,120.211,0.004
Guitare,sul_ponticello,sul_ponticello,44,204.6,635.2,969.0,1345.8,1679.6,2756.2,11.52,-8.6,-9.33,-11.18,-13.19,-11.16,201.4,11.1,193.8,204.6,613.7,103.5,527.6,678.3,948.2,90.0,936.7,1001.3,1437.0,353.7,1891.8,470.4,2780.5,761.2,0.633,0.0,0.0,76.808,0.003
Guitare,sul_tasto,sul_tasto,37,193.8,592.2,958.2,1313.5,1981.1,2982.3,2.03,-14.07,-20.67,-22.59,-27.56,-29.97,201.7,39.7,183.0,204.6,570.9,90.4,495.3,646.0,937.4,89.1,925.9,979.8,1397.8,214.4,2015.7,266.4,2918.7,670.0,0.59,0.0,0.0,153.437,0.004
Guitare,tap_on_body,other,4,204.6,656.8,1044.4,1335.1,1615.0,1938.0,22.18,3.37,15.25,2.4,4.44,6.94,218.0,49.6,193.8,301.5,656.8,8.8,646.0,667.5,1017.4,26.9,990.5,1044.4,1335.1,0.0,1615.0,0.0,1938.0,0.0,0.557,0.0,0.0,294.187,0.001
Guitare,tap_with_stick,other,1,193.8,,,,,,23.28,,,,,,193.8,0.0,193.8,193.8,,,,,,,,,,,,,,,0.0,0.0,0.0,68.28,0.002
Harpe,bisbigliando,bisbigliando,53,279.9,646.0,1184.3,1776.5,2659.4,4457.4,-12.21,-22.14,-28.61,-28.64,-28.77,-30.22,282.4,61.2,236.9,323.0,722.2,205.7,602.9,807.5,1191.1,305.1,904.4,1432.0,1764.1,488.7,2722.6,892.2,4243.3,1309.3,0.558,0.0,0.0,34.467,0.001
Harpe,bisbigliando_with_stick,bisbigliando,17,301.5,635.2,1130.5,2185.6,2691.7,3165.4,-20.31,-17.29,-23.13,-22.81,-24.39,-25.54,354.7,250.5,269.2,323.0,748.6,336.8,592.2,807.5,1382.6,555.9,893.6,1679.6,2199.6,583.2,2844.3,943.5,3544.1,1101.7,0.243,0.294,0.0,5.787,0.001
Harpe,buzzing_pedal,buzz,15,215.3,506.0,872.1,1485.8,1765.7,2401.0,5.77,-0.54,4.61,0.46,0.5,0.78,208.2,14.5,204.6,215.3,585.0,142.5,495.3,775.2,955.4,200.8,829.0,1152.0,1452.8,190.6,1870.5,256.4,2761.3,775.3,0.59,0.26,0.0,7.523,0.001
Harpe,cluster,other,9,193.8,689.1,1022.8,1345.8,2034.9,2067.2,-5.53,-11.53,-7.51,-15.79,-22.91,-26.58,217.7,87.3,161.5,236.9,622.1,131.9,527.6,710.6,1008.5,219.2,775.2,1109.0,1270.5,193.0,1859.9,264.0,2061.8,5.4,0.453,0.0,0.0,68.513,0.001
Harpe,cluster_with_nail,other,6,516.8,925.9,1453.5,1819.6,2476.3,3122.3,2.58,3.33,4.56,-3.62,-3.81,-3.47,391.2,143.6,215.3,516.8,899.0,337.4,516.8,1281.2,1376.3,572.6,807.5,1550.4,1808.8,634.3,2252.0,752.6,2928.5,1085.7,0.348,0.0,0.0,28.006,0.002
Harpe,damped,other,20,279.9,570.6,882.9,1399.7,2099.5,4425.1,-4.77,-11.56,-16.29,-22.38,-20.31,-21.55,265.4,70.7,204.6,333.8,599.2,129.4,516.8,699.8,1001.3,268.5,839.8,1098.2,1510.9,482.2,2107.6,763.5,4093.1,1341.1,0.521,0.0,0.0,110.497,0.003
Harpe,double_glissando,glissando,5,226.1,775.2,1270.5,1679.6,2024.1,2347.1,20.07,-2.96,-3.56,-8.33,-2.41,-3.91,223.9,15.8,226.1,236.9,818.3,77.9,764.4,818.3,1257.0,27.8,1248.9,1292.0,1848.3,246.2,2024.1,0.0,2347.1,0.0,0.531,0.0,0.5,30.58,0.001
Harpe,glissando,glissando,6,215.3,753.7,1216.6,1518.1,1830.3,2164.1,20.0,1.71,-7.69,-4.15,4.08,7.52,218.9,17.2,204.6,236.9,773.4,74.4,732.1,764.4,1170.0,129.3,1022.8,1270.5,1466.9,146.7,1679.6,150.7,2153.3,10.8,0.538,0.0,0.5,54.323,0.001
Harpe,glissando_fluido_with_stick,glissando,4,323.0,753.7,1399.7,2131.8,2390.2,1862.6,8.34,7.21,-6.73,-12.58,-14.54,-17.12,551.8,511.1,279.9,1432.0,1178.9,960.6,678.3,2831.6,1598.8,969.4,1012.1,3230.0,2185.6,1240.1,2715.9,1693.9,1717.3,145.3,0.094,0.0,0.5,154.395,0.003
Harpe,glissando_near_the_board,glissando,6,290.7,775.2,1205.9,1615.0,2971.6,3305.3,10.43,-0.88,-11.06,-17.77,-17.6,-16.06,271.0,54.0,236.9,301.5,768.0,95.2,742.9,796.7,1198.7,268.0,969.0,1259.7,1608.5,312.9,2500.5,671.4,2896.2,578.6,0.482,0.0,0.5,35.76,0.001
Harpe,glissando_with_nail,glissando,6,236.9,753.7,1195.1,1507.3,1787.3,2142.6,8.59,-3.54,-10.71,-14.62,-12.11,-14.47,238.7,21.9,215.3,247.6,653.2,165.9,419.9,786.0,1243.5,480.6,775.2,1432.0,1652.7,574.9,2000.4,734.9,2452.6,928.8,0.53,0.014,0.5,19.787,0.001
Harpe,glissando_with_pedal,glissando,24,290.7,656.8,1098.2,1485.8,1873.4,2648.6,1.31,-6.59,-10.69,-13.78,-17.85,-20.41,299.2,109.4,204.6,376.8,681.9,199.8,516.8,872.1,1122.9,292.6,861.3,1399.7,1718.6,560.7,2362.4,940.1,3358.7,1388.0,0.473,0.0,0.5,51.549,0.002
Harpe,glissando_with_stick,glissando,14,269.2,646.0,1195.1,1668.8,2357.9,2939.3,-12.1,-14.29,-9.26,-15.0,-16.82,-19.81,309.9,81.4,258.4,355.3,722.9,262.5,527.6,829.0,1262.8,526.1,893.6,1345.8,1705.3,433.9,2661.3,1205.3,3451.8,1235.7,0.486,0.0,0.5,133.024,0.004
Harpe,harmonic_fingering,harmonics,81,290.7,656.8,990.5,1399.7,2002.6,2799.3,-14.26,-22.81,-30.75,-29.48,-29.11,-29.9,275.5,58.2,247.6,312.2,653.9,137.7,570.6,742.9,1025.9,177.1,882.9,1130.5,1428.3,253.5,2033.6,444.3,2918.6,858.2,0.563,0.0,0.0,60.327,0.001
Harpe,harmonic_in_wood,harmonics,11,215.3,635.2,1055.1,1765.7,2648.6,4199.0,-8.47,-9.21,-20.08,-17.02,-5.46,-14.45,248.6,68.8,183.0,312.2,657.7,177.4,495.3,839.8,1177.9,353.4,915.2,1410.4,1666.1,375.9,2427.9,613.1,3746.8,452.2,0.492,0.0,0.0,67.509,0.001
Harpe,near_the_board,other,87,290.7,721.4,1162.8,1647.3,2207.2,3348.4,-10.28,-18.38,-24.05,-24.49,-23.7,-26.18,290.2,58.1,236.9,344.5,723.3,193.0,581.4,829.0,1166.6,305.5,872.1,1345.8,1729.6,505.3,2428.5,870.7,3727.9,1247.8,0.563,0.0,0.0,73.31,0.003
Harpe,near_the_board_with_nail,other,20,247.6,613.7,1152.0,1539.6,1873.4,3122.3,-12.78,-14.85,-21.85,-25.42,-22.74,-26.47,284.8,162.9,193.8,312.2,663.8,207.3,495.3,786.0,1213.9,537.1,839.8,1378.1,1750.6,656.1,2251.4,920.1,3196.8,1107.6,0.383,0.0,0.0,83.194,0.003
Harpe,near_the_pegs,other,81,290.7,775.2,1184.3,1862.6,2497.9,4425.1,-15.74,-19.05,-22.98,-22.61,-23.21,-22.49,313.8,134.4,236.9,333.8,846.6,331.4,635.2,936.7,1361.7,522.7,936.7,1679.6,1967.5,707.6,2720.1,981.7,4056.3,1373.4,0.448,0.0,0.0,77.47,0.002
Harpe,ordinario,ordinario,241,269.2,624.5,1033.6,1453.5,2368.7,4155.9,-10.15,-18.71,-20.66,-10.16,-7.32,-11.24,280.5,122.6,193.8,333.8,683.3,205.2,516.8,839.8,1130.2,397.7,839.8,1335.1,1714.0,640.9,2535.3,914.1,3817.3,1371.6,0.472,0.0,0.0,76.508,0.002
Harpe,pizzicato_bartok,pizzicato,79,247.6,581.4,893.6,1324.3,1658.1,2164.1,6.16,5.0,1.06,-3.66,-8.24,-10.65,290.6,125.6,226.1,301.5,648.2,216.6,527.6,721.4,998.2,270.1,829.0,1087.4,1388.3,350.6,1831.6,552.2,2329.3,724.4,0.462,0.0,1.0,53.191,0.001
Harpe,scratch_with_nail,other,5,441.4,796.7,1324.3,1528.9,1948.8,2680.9,-14.02,-16.0,-25.36,-23.5,-31.96,-26.44,516.8,172.7,430.7,441.4,902.2,272.4,753.7,807.5,1371.7,222.2,1205.9,1432.0,1694.7,241.6,2056.4,203.7,2564.6,245.3,0.295,0.171,0.0,11.936,0.001
Harpe,tap_on_body,other,3,279.9,635.2,958.2,1324.3,1765.7,2691.7,4.41,4.27,1.96,-2.59,-2.87,-7.58,251.2,40.6,193.8,279.9,685.5,214.0,452.2,969.0,965.4,193.5,732.1,1205.9,1162.8,161.5,1507.3,258.4,2180.2,511.4,0.47,0.0,0.0,71.862,0.001
Harpe,tap_with_stick,other,9,269.2,559.9,872.1,1184.3,1528.9,2164.1,-13.8,-16.9,-15.96,-19.94,-18.5,-23.37,277.5,23.1,269.2,279.9,563.5,31.7,549.1,570.6,887.6,37.0,861.3,882.9,1290.8,179.0,1637.7,170.6,2134.2,184.1,0.549,0.0,0.0,28.488,0.001
Harpe,tremolo_with_fingertips,tremolo,1,247.6,613.7,936.7,1894.9,3994.4,4360.5,-15.81,-20.33,-33.63,-43.96,-42.71,-41.77,247.6,0.0,247.6,247.6,613.7,0.0,613.7,613.7,936.7,0.0,936.7,936.7,1894.9,0.0,3994.4,0.0,4360.5,0.0,0.0,0.168,0.0,12.095,0.0
Harpe,xylophonic,other,18,269.2,602.9,904.4,1238.2,1765.7,2390.2,-14.69,-27.47,-28.75,-28.2,-26.45,-31.94,253.0,81.1,172.3,301.5,666.3,143.5,538.3,786.0,1074.2,351.1,839.8,1162.8,1322.8,145.5,1784.2,259.0,2454.8,573.2,0.5,0.0,0.0,90.53,0.001
Cor en Fa,brassy,brassy,43,473.7,753.7,1862.6,2217.9,3143.8,3962.1,4.15,3.39,-1.38,-1.38,-2.37,-4.03,471.5,81.0,463.0,484.5,1006.8,542.7,742.9,786.0,1732.9,661.6,1087.4,2217.9,2453.0,803.6,3120.8,930.7,3878.3,1102.8,0.529,0.2,0.0,10.507,0.005
Cor en Fa,brassy_to_ordinario,ordinario,10,473.7,764.4,1679.6,2217.9,2777.8,3337.6,3.77,1.64,-4.63,-1.94,-3.41,-5.55,451.1,71.5,452.2,484.5,773.0,129.6,732.1,764.4,1672.1,894.3,1065.9,1862.6,2320.2,728.2,3010.3,893.6,3784.5,1024.7,0.482,0.206,0.0,10.186,0.004
Cor en Fa,chromatic_scale,other,2,516.8,1259.7,,,,,8.20,-16.73,,,,,473.7,43.1,430.7,516.8,1125.1,134.6,990.5,1259.7,,,,,,,,,,,0.449,0.0,0.0,156.361,0.0
Cor en Fa,crescendo,crescendo,45,463.0,742.9,1841.1,2454.8,2896.2,3789.8,1.04,-0.47,-8.38,-7.48,-8.84,-10.72,464.4,78.6,441.4,484.5,903.4,454.4,710.6,786.0,1851.1,710.2,1195.1,2357.9,2501.4,765.9,3010.8,848.8,3978.3,1049.0,0.532,0.135,0.0,13.748,0.004
Cor en Fa,crescendo_to_decrescendo,crescendo,45,409.1,732.1,1119.7,1668.8,1948.8,2314.8,-9.35,-15.47,-29.37,-37.40,-37.31,-40.75,390.2,100.9,301.5,452.2,873.2,417.1,646.0,1012.1,1162.1,364.5,850.6,1399.7,1650.3,378.8,1969.7,424.5,2320.2,430.0,0.499,0.0,0.0,145.656,0.002
Cor en Fa,decrescendo,crescendo,41,463.0,753.7,2110.3,2497.9,3488.4,4080.5,2.56,-0.23,-6.04,-6.95,-7.74,-8.08,439.3,69.3,419.9,473.7,971.1,508.8,721.4,861.3,2155.4,1001.8,1184.3,2745.5,2857.4,1050.6,3458.4,1156.9,4048.8,1191.3,0.546,0.192,0.0,10.883,0.004
Cor en Fa,flatterzunge,flutter,111,441.4,818.3,1270.5,1636.5,1970.3,2325.6,1.47,-8.16,-18.56,-22.99,-22.78,-26.64,423.5,113.8,323.0,463.0,857.4,313.7,656.8,1001.3,1236.9,317.0,990.5,1335.1,1626.7,410.2,1970.8,375.2,2437.2,603.6,0.479,0.0,0.0,106.897,0.002
Cor en Fa,flatterzunge_stopped,flutter,42,344.5,710.6,1130.5,2228.7,2519.4,2853.1,-28.54,-33.27,-46.47,-50.04,-50.80,-49.89,334.0,144.3,172.3,441.4,782.6,366.7,452.2,1109.0,1424.6,627.5,1065.9,2131.8,2076.1,654.0,2601.2,290.7,3123.9,560.5,0.434,0.0,0.0,23.699,0.001
Cor en Fa,flatterzunge_to_ordinario,ordinario,41,441.4,850.6,1238.2,1625.8,2067.2,2379.4,6.24,-5.19,-18.56,-24.88,-24.65,-27.18,437.0,69.0,409.1,463.0,889.5,285.0,699.8,1001.3,1240.1,300.3,1022.8,1345.8,1644.2,369.0,1955.0,287.8,2284.3,179.7,0.547,0.0,0.0,111.182,0.001
Cor en Fa,note_lasting,other,46,430.7,742.9,1109.0,1668.8,1851.9,2390.2,-5.85,-9.98,-22.09,-31.92,-30.97,-35.87,423.2,85.9,376.8,452.2,826.2,295.9,689.1,850.6,1204.6,306.5,990.5,1410.4,1644.2,357.1,1875.0,274.5,2318.7,238.1,0.521,0.0,0.0,146.004,0.002
Cor en Fa,open_to_stopped,other,24,398.4,699.8,1130.5,1744.2,2767.0,,-14.26,-18.82,-37.85,-44.16,-51.76,,377.7,104.2,269.2,452.2,652.8,154.7,484.5,775.2,1242.3,376.8,915.2,1475.0,1718.0,431.8,2492.5,274.5,,,0.481,0.0,0.0,181.527,0.001
Cor en Fa,ordinario,ordinario,134,387.6,689.1,1012.1,1378.1,1862.6,2368.7,-14.00,-16.98,-27.73,-35.28,-37.94,-41.35,368.9,116.8,247.6,452.2,742.1,252.4,559.9,925.9,1130.6,297.3,969.0,1324.3,1536.6,381.7,2000.7,543.4,2422.7,608.3,0.475,0.0,0.0,133.541,0.002
Cor en Fa,ordinario_to_brassy,ordinario,44,463.0,764.4,1658.1,2734.7,3531.4,4823.4,2.36,0.64,-8.12,-5.16,-6.95,-10.02,460.3,84.1,441.4,484.5,1040.2,615.6,721.4,829.0,1901.8,909.4,1055.1,2648.6,2768.0,1014.4,3444.8,1149.5,4266.0,1262.9,0.524,0.221,0.0,9.446,0.004
Cor en Fa,ordinario_to_flatterzunge,ordinario,41,441.4,732.1,1087.4,1388.9,1830.3,,3.52,-3.03,-16.99,-27.90,-29.34,,437.0,79.7,398.4,463.0,830.5,225.0,699.8,915.2,1102.4,205.4,979.8,1205.9,1429.3,283.3,1834.6,257.7,,,0.53,0.0,0.0,122.521,0.001
Cor en Fa,sforzato,other,86,463.0,753.7,1162.8,1808.8,2153.3,2530.2,-0.09,-3.73,-12.64,-14.85,-15.32,-17.06,452.6,69.5,430.7,473.7,837.3,261.4,699.8,850.6,1295.7,361.7,1022.8,1561.2,1805.9,363.1,2228.6,479.3,2683.6,594.8,0.546,0.0,0.0,45.589,0.003
Cor en Fa,slap_pitched,slap,44,452.2,742.9,1098.2,1808.8,1851.9,2207.2,0.58,-3.84,-22.01,-28.15,-28.87,-30.93,446.1,95.4,430.7,473.7,813.9,245.1,689.1,839.8,1325.3,444.1,990.5,1744.2,1694.7,438.1,1903.9,308.6,2207.2,0.0,0.507,0.0,1.0,101.943,0.002
Cor en Fa,staccato,staccato,41,463.0,732.1,1152.0,1582.7,1862.6,2217.9,5.82,2.03,-7.70,-15.56,-16.09,-18.13,457.2,67.8,430.7,484.5,815.1,212.2,710.6,839.8,1240.6,263.0,1022.8,1518.1,1623.7,311.6,1964.7,336.1,2218.9,294.0,0.548,0.0,0.5,85.626,0.003
Cor en Fa,stopped,other,42,355.3,689.1,1119.7,2454.8,2810.1,3488.4,-44.03,-48.18,-60.20,-63.37,-61.76,-66.97,386.3,411.0,150.7,430.7,779.0,361.4,495.3,1076.7,1331.0,517.6,1055.1,1475.0,2210.7,613.8,2809.7,477.6,3701.4,837.0,0.2,0.0,0.0,22.145,0.001
Cor en Fa,stopped_to_open,other,23,430.7,732.1,1098.2,1658.1,2627.1,,-14.70,-19.50,-34.60,-46.55,-52.83,,390.9,117.5,290.7,463.0,803.5,342.9,484.5,979.8,1108.0,317.3,796.7,1335.1,1445.4,388.6,2121.0,506.0,,,0.459,0.0,0.0,199.885,0.001
Cor en Fa,trill_major_second_up,trill,16,452.2,861.3,1065.9,1302.8,,,-6.49,-11.80,-14.57,-21.80,,,448.2,110.1,333.8,559.9,874.1,215.1,667.5,1098.2,1142.2,265.7,925.9,1345.8,1292.0,57.6,,,,,0.45,0.0,0.0,200.226,0.003
Cor en Fa,trill_minor_second_up,trill,40,409.1,689.1,1055.1,1324.3,1388.9,,-6.25,-11.26,-25.95,-33.84,-35.37,,393.8,101.4,301.5,452.2,740.3,258.9,570.6,904.4,1088.0,264.9,936.7,1324.3,1248.9,98.7,1388.9,0.0,,,0.498,0.0,0.0,159.991,0.001
Cor en Fa+sourdine,flatterzunge,flutter,41,333.8,613.7,1001.3,1367.4,1722.7,1938.0,-14.29,-15.67,-28.15,-28.23,-33.94,-40.10,385.2,104.7,323.0,409.1,752.3,269.8,538.3,893.6,1150.9,327.2,882.9,1356.6,1446.2,222.6,1654.0,146.9,1852.9,134.6,0.493,0.0,0.0,92.127,0.002
Cor en Fa+sourdine,ordinario,ordinario,46,344.5,613.7,947.5,1378.1,1733.4,2142.6,-29.91,-31.22,-40.38,-40.61,-45.52,-59.63,366.3,90.8,312.2,430.7,697.0,203.3,538.3,872.1,1073.6,243.7,872.1,1324.3,1440.8,215.7,1766.7,315.3,2485.7,930.5,0.514,0.0,0.0,79.558,0.002
Hautbois,blow_without_reed,other,13,1152.0,1550.4,1991.8,2691.7,3725.2,5544.8,-34.15,-31.00,-33.55,-31.98,-30.43,-30.49,1103.2,278.6,829.0,1313.5,1611.7,280.7,1421.2,1808.8,2095.3,328.6,1808.8,2422.5,2709.0,625.3,3608.5,1000.3,5170.5,674.2,0.186,0.274,0.0,6.777,0.002
Hautbois,chromatic_scale,other,2,656.8,893.6,1205.9,1475.0,1755.0,2422.5,3.60,5.90,8.41,15.16,9.71,-0.08,640.6,16.1,624.5,656.8,893.6,0.0,893.6,893.6,1205.9,0.0,1205.9,1205.9,1453.5,21.5,1744.2,10.8,2217.9,204.6,0.49,0.0,0.0,28.18,0.002
Hautbois,crescendo,crescendo,33,786.0,1324.3,1862.6,2508.6,3359.2,4403.5,-32.45,-23.40,-24.10,-25.74,-29.81,-29.31,828.7,289.4,592.2,1022.8,1324.9,363.2,1055.1,1485.8,1929.8,602.5,1399.7,2217.9,2495.9,663.8,3275.7,942.7,4085.6,1239.1,0.216,0.0,0.0,27.275,0.009
Hautbois,crescendo_to_decrescendo,crescendo,33,742.9,1270.5,1668.8,2110.3,2670.1,3509.9,-36.31,-25.57,-24.83,-29.50,-30.15,-33.84,780.7,358.0,516.8,990.5,1363.1,459.3,1044.4,1582.7,1853.2,645.9,1475.0,2228.7,2414.0,886.5,2997.2,937.5,3742.7,1188.9,0.2,0.0,0.0,32.088,0.008
Hautbois,decrescendo,crescendo,33,699.8,1259.7,1765.7,2476.3,2993.1,3962.1,-33.07,-21.95,-24.41,-27.69,-30.78,-32.53,759.9,358.5,452.2,1044.4,1237.8,442.4,893.6,1496.6,1747.8,615.8,1248.9,2088.7,2368.3,878.9,2934.2,972.2,3666.4,1267.7,0.2,0.0,0.0,36.647,0.009
Hautbois,discolored_fingering,other,21,635.2,1141.3,1475.0,1830.3,2379.4,3703.7,-41.63,-34.74,-32.45,-33.94,-35.48,-40.85,663.4,227.9,473.7,829.0,1158.2,319.1,861.3,1324.3,1613.5,450.7,1324.3,1744.2,2121.0,725.4,2905.9,1032.0,3737.1,1049.0,0.288,0.0,0.0,44.189,0.004
Hautbois,double_trill_major_second_up,trill,2,1130.5,1744.2,2110.3,2314.8,3186.9,4586.6,20.50,-0.49,0.79,1.02,-6.58,-13.55,845.2,285.3,559.9,1130.5,1432.0,312.2,1119.7,1744.2,1905.7,204.6,1701.1,2110.3,2261.0,53.8,3165.4,21.5,4586.6,0.0,0.086,0.0,0.0,29.228,0.005
Hautbois,double_trill_minor_second_up,trill,14,678.3,1356.6,2024.1,2024.1,2530.2,3003.9,-16.73,-3.83,-10.74,-10.74,-11.41,-16.90,706.8,275.9,463.0,904.4,1382.7,564.9,904.4,1776.5,2048.0,862.0,1216.6,2562.5,2677.6,1168.4,3110.7,1270.9,3247.5,1360.8,0.194,0.0,0.0,33.943,0.006
Hautbois,flatterzunge,flutter,36,796.7,1345.8,1851.9,2627.1,3305.3,4231.3,-29.65,-18.79,-24.67,-27.88,-30.34,-30.90,888.2,357.8,624.5,1195.1,1460.7,466.8,1184.3,1668.8,2013.1,652.5,1550.4,2336.4,2604.6,811.0,3229.1,934.8,4104.3,1127.0,0.2,0.0,0.0,32.839,0.01
Hautbois,harmonic_fingering,harmonics,13,882.9,1270.5,1561.2,2121.0,2993.1,3994.4,-29.02,-30.17,-25.54,-33.36,-36.90,-41.02,860.5,120.5,742.9,936.7,1299.4,140.2,1205.9,1432.0,1632.4,164.3,1485.8,1733.4,2290.8,354.0,3020.4,442.8,3937.9,486.5,0.423,0.0,0.0,54.484,0.004
Hautbois,key_click,key_click,9,732.1,1195.1,1776.5,2153.3,2551.7,3003.9,-38.91,-35.25,-35.45,-31.83,-32.72,-40.46,802.7,271.3,624.5,936.7,1225.0,302.4,1044.4,1518.1,1641.3,413.2,1302.8,2013.4,2028.9,430.7,2603.1,993.7,3659.4,1518.0,0.177,0.332,1.0,3.904,0.001
Hautbois,kiss,other,10,678.3,1345.8,2002.6,2616.3,3208.4,4285.1,-9.46,-14.18,-18.56,-21.02,-18.62,-18.49,658.9,75.9,581.4,732.1,1285.5,171.9,1141.3,1453.5,1948.8,257.3,1711.9,2217.9,2550.6,369.8,3234.3,560.8,4094.5,677.4,0.476,0.0,0.0,22.215,0.006
